Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-05-15T00:10:00.000Z,4655.2001953125,4655.6000976562,4648.7998046875,4654.7998046875,1271,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:15:00.000Z,4654.8999023438,4662.7001953125,4653.2998046875,4659.0,3265,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:20:00.000Z,4658.6000976562,4659.3999023438,4649.0,4649.2998046875,1446,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:25:00.000Z,4649.2001953125,4649.6000976562,4632.2001953125,4634.6000976562,5756,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:30:00.000Z,4634.7998046875,4635.2001953125,4626.5,4629.2998046875,4372,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:35:00.000Z,4629.0,4630.3999023438,4623.6000976562,4627.2001953125,2683,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:40:00.000Z,4627.1000976562,4627.6000976562,4618.2998046875,4624.1000976562,3380,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:45:00.000Z,4624.1000976562,4632.8999023438,4624.1000976562,4632.7001953125,2624,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:50:00.000Z,4632.7001953125,4632.8999023438,4621.7998046875,4624.7001953125,2469,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T00:55:00.000Z,4624.8999023438,4635.7998046875,4621.8999023438,4635.1000976562,2827,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:00:00.000Z,4635.2001953125,4636.7001953125,4624.0,4627.7998046875,4311,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:05:00.000Z,4627.6000976562,4629.7001953125,4613.7998046875,4614.7001953125,4282,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:10:00.000Z,4614.5,4620.2998046875,4612.3999023438,4619.2998046875,2943,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:15:00.000Z,4619.3999023438,4625.6000976562,4613.3999023438,4624.2998046875,2998,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:20:00.000Z,4624.1000976562,4630.7001953125,4620.7001953125,4625.2001953125,2416,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:25:00.000Z,4624.7001953125,4626.1000976562,4612.1000976562,4613.2001953125,2483,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:30:00.000Z,4613.1000976562,4620.7998046875,4611.7001953125,4620.2998046875,2294,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:35:00.000Z,4620.2998046875,4625.3999023438,4618.0,4621.6000976562,1949,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:40:00.000Z,4621.7998046875,4627.2001953125,4621.3999023438,4627.2001953125,1276,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:45:00.000Z,4627.1000976562,4628.7001953125,4618.2001953125,4620.2998046875,1920,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:50:00.000Z,4620.2998046875,4622.0,4610.0,4614.2001953125,2971,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T01:55:00.000Z,4614.2001953125,4620.6000976562,4614.0,4617.8999023438,2395,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:00:00.000Z,4617.6000976562,4619.2001953125,4613.5,4618.5,1828,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:05:00.000Z,4618.2001953125,4622.7001953125,4616.6000976562,4622.2998046875,1287,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:10:00.000Z,4622.6000976562,4623.2001953125,4617.0,4617.3999023438,1066,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:15:00.000Z,4617.1000976562,4620.5,4613.0,4618.2001953125,1570,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:20:00.000Z,4617.7998046875,4620.7998046875,4616.2998046875,4618.1000976562,727,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:25:00.000Z,4618.2001953125,4619.2001953125,4615.3999023438,4616.6000976562,640,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:30:00.000Z,4616.1000976562,4618.8999023438,4613.5,4616.3999023438,979,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:35:00.000Z,4616.1000976562,4620.5,4616.0,4616.8999023438,1185,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:40:00.000Z,4616.7998046875,4622.0,4614.7001953125,4621.8999023438,948,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:45:00.000Z,4622.0,4622.8999023438,4615.3999023438,4618.5,1122,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:50:00.000Z,4618.2998046875,4625.5,4616.1000976562,4624.8999023438,1572,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T02:55:00.000Z,4625.0,4627.2998046875,4621.2998046875,4622.0,1210,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:00:00.000Z,4621.8999023438,4625.0,4617.8999023438,4623.5,1551,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:05:00.000Z,4623.5,4626.2001953125,4620.7001953125,4621.2998046875,984,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:10:00.000Z,4621.7001953125,4624.2001953125,4620.2001953125,4621.6000976562,697,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:15:00.000Z,4621.3999023438,4622.5,4618.2001953125,4618.7998046875,825,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:20:00.000Z,4618.6000976562,4619.2001953125,4613.5,4617.8999023438,1423,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:25:00.000Z,4617.7998046875,4618.6000976562,4615.7998046875,4616.8999023438,476,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:30:00.000Z,4616.7998046875,4618.0,4611.1000976562,4613.0,1088,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:35:00.000Z,4613.0,4619.8999023438,4612.5,4618.3999023438,976,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:40:00.000Z,4618.5,4621.6000976562,4617.6000976562,4617.6000976562,718,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:45:00.000Z,4617.6000976562,4619.7998046875,4616.6000976562,4619.7998046875,408,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:50:00.000Z,4619.7001953125,4621.5,4616.7001953125,4617.0,712,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T03:55:00.000Z,4616.8999023438,4620.2998046875,4614.3999023438,4619.8999023438,578,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:00:00.000Z,4619.6000976562,4620.6000976562,4617.0,4618.3999023438,587,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:05:00.000Z,4618.2998046875,4625.6000976562,4618.0,4625.2998046875,1098,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:10:00.000Z,4625.6000976562,4625.6000976562,4622.2998046875,4624.1000976562,659,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:15:00.000Z,4624.1000976562,4624.7998046875,4618.0,4618.2001953125,950,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:20:00.000Z,4618.2001953125,4618.2001953125,4611.3999023438,4614.7998046875,1478,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:25:00.000Z,4615.0,4616.7998046875,4613.5,4614.8999023438,724,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:30:00.000Z,4614.7001953125,4619.0,4614.6000976562,4618.2998046875,565,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:35:00.000Z,4618.6000976562,4619.0,4614.7001953125,4615.5,557,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:40:00.000Z,4615.2998046875,4617.5,4608.2998046875,4609.7998046875,1145,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:45:00.000Z,4610.2001953125,4614.0,4609.0,4613.7998046875,820,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:50:00.000Z,4613.6000976562,4616.7998046875,4612.1000976562,4612.2001953125,737,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T04:55:00.000Z,4612.2998046875,4612.7998046875,4608.7998046875,4609.7998046875,832,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T05:00:00.000Z,4610.2998046875,4610.6000976562,4603.1000976562,4604.2001953125,2290,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T05:05:00.000Z,4604.2998046875,4605.6000976562,4596.3999023438,4597.1000976562,3153,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T05:10:00.000Z,4597.0,4597.7001953125,4592.2998046875,4596.0,2269,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T05:15:00.000Z,4596.1000976562,4599.3999023438,4585.5,4587.2001953125,2648,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T05:20:00.000Z,4587.2001953125,4593.3999023438,4584.7001953125,4589.0,2728,0.0,0.0,MGC=F,NA,NA,USD
2026-05-15T05:25:00.000Z,4588.7998046875,4594.3999023438,4587.5,4593.0,1613,0.0,0.0,MGC=F,NA,NA,USD
